SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
17050,04/21/2020,,Afghanistan,21-04-2020 23:39,1092,36,150
17051,04/21/2020,,Albania,21-04-2020 23:39,609,26,345
17052,04/21/2020,,Algeria,21-04-2020 23:39,2811,392,1152
17053,04/21/2020,,Andorra,21-04-2020 23:39,717,37,282
17054,04/21/2020,,Angola,21-04-2020 23:39,24,2,6
17055,04/21/2020,,Antigua and Barbuda,21-04-2020 23:39,23,3,7
17056,04/21/2020,,Argentina,21-04-2020 23:39,3031,147,840
17057,04/21/2020,,Armenia,21-04-2020 23:39,1401,24,609
17058,04/21/2020,,Austria,21-04-2020 23:39,14873,491,10971
17059,04/21/2020,,Azerbaijan,21-04-2020 23:39,1480,20,865
17060,04/21/2020,,Bahamas,21-04-2020 23:39,65,9,12
17061,04/21/2020,,Bahrain,21-04-2020 23:39,1973,7,784
17062,04/21/2020,,Bangladesh,21-04-2020 23:39,3382,110,87
17063,04/21/2020,,Barbados,21-04-2020 23:39,75,5,25
17064,04/21/2020,,Belarus,21-04-2020 23:39,6723,55,577
17065,04/21/2020,,Belgium,21-04-2020 23:39,40956,5998,9002
17066,04/21/2020,,Belize,21-04-2020 23:39,18,2,2
17067,04/21/2020,,Benin,21-04-2020 23:39,54,1,27
17068,04/21/2020,,Bhutan,21-04-2020 23:39,6,0,2
17069,04/21/2020,,Bolivia,21-04-2020 23:39,598,34,37
17070,04/21/2020,,Bosnia and Herzegovina,21-04-2020 23:39,1342,51,437
17071,04/21/2020,,Botswana,21-04-2020 23:39,20,1,0
17072,04/21/2020,,Brazil,21-04-2020 23:39,43079,2741,22991
17073,04/21/2020,,Brunei,21-04-2020 23:39,138,1,116
17074,04/21/2020,,Bulgaria,21-04-2020 23:39,975,45,170
17075,04/21/2020,,Burkina Faso,21-04-2020 23:39,600,38,362
17076,04/21/2020,,Burma,21-04-2020 23:39,121,5,7
17077,04/21/2020,,Burundi,21-04-2020 23:39,5,1,4
17078,04/21/2020,,Cabo Verde,21-04-2020 23:39,68,1,1
17079,04/21/2020,,Cambodia,21-04-2020 23:39,122,0,110
17080,04/21/2020,,Cameroon,21-04-2020 23:39,1163,43,329
17081,04/21/2020,,Central African Republic,21-04-2020 23:39,14,0,10
17082,04/21/2020,,Chad,21-04-2020 23:39,33,0,8
17083,04/21/2020,,Chile,21-04-2020 23:39,10832,147,4969
17084,04/21/2020,,Colombia,21-04-2020 23:39,4149,196,804
17085,04/21/2020,,Congo (Brazzaville),21-04-2020 23:39,165,6,16
17086,04/21/2020,,Congo (Kinshasa),21-04-2020 23:39,350,25,35
17087,04/21/2020,,Costa Rica,21-04-2020 23:39,669,6,150
17088,04/21/2020,,Croatia,21-04-2020 23:39,1908,48,801
17089,04/21/2020,,Cuba,21-04-2020 23:39,1137,38,309
17090,04/21/2020,,Cyprus,21-04-2020 23:39,784,12,98
17091,04/21/2020,,Czech Republic,21-04-2020 23:39,7033,201,1753
17092,04/21/2020,,Denmark,21-04-2020 23:39,7695,370,4700
17093,04/21/2020,,Diamond Princess,21-04-2020 23:39,712,13,644
17094,04/21/2020,,Djibouti,21-04-2020 23:39,945,2,112
17095,04/21/2020,,Dominica,21-04-2020 23:39,16,0,8
17096,04/21/2020,,Dominican Republic,21-04-2020 23:39,5044,245,463
17097,04/21/2020,,Ecuador,21-04-2020 23:39,10398,520,1207
17098,04/21/2020,,Egypt,21-04-2020 23:39,3490,264,870
17099,04/21/2020,,El Salvador,21-04-2020 23:39,225,7,48
17100,04/21/2020,,Equatorial Guinea,21-04-2020 23:39,83,0,7
17101,04/21/2020,,Eritrea,21-04-2020 23:39,39,0,6
17102,04/21/2020,,Estonia,21-04-2020 23:39,1552,43,169
17103,04/21/2020,,Eswatini,21-04-2020 23:39,31,1,8
17104,04/21/2020,,Ethiopia,21-04-2020 23:39,114,3,16
17105,04/21/2020,,Fiji,21-04-2020 23:39,18,0,3
17106,04/21/2020,,Finland,21-04-2020 23:39,4014,141,2000
17107,04/21/2020,,France,21-04-2020 23:39,158050,20796,39181
17108,04/21/2020,,Gabon,21-04-2020 23:39,156,1,16
17109,04/21/2020,,Gambia,21-04-2020 23:39,10,1,2
17110,04/21/2020,,Georgia,21-04-2020 23:39,408,4,97
17111,04/21/2020,,Germany,21-04-2020 23:39,148291,5033,95200
17112,04/21/2020,,Ghana,21-04-2020 23:39,1042,9,99
17113,04/21/2020,,Greece,21-04-2020 23:39,2401,121,577
17114,04/21/2020,,Grenada,21-04-2020 23:39,14,0,6
17115,04/21/2020,,Guatemala,21-04-2020 23:39,294,7,24
17116,04/21/2020,,Guinea,21-04-2020 23:39,688,6,127
17117,04/21/2020,,Guinea-Bissau,21-04-2020 23:39,50,0,3
17118,04/21/2020,,Guyana,21-04-2020 23:39,66,7,9
17119,04/21/2020,,Haiti,21-04-2020 23:39,57,3,0
17120,04/21/2020,,Holy See,21-04-2020 23:39,9,0,2
17121,04/21/2020,,Honduras,21-04-2020 23:39,494,46,29
17122,04/21/2020,,Hungary,21-04-2020 23:39,2098,213,287
17123,04/21/2020,,Iceland,21-04-2020 23:39,1778,10,1417
17124,04/21/2020,,India,21-04-2020 23:39,20080,645,3975
17125,04/21/2020,,Indonesia,21-04-2020 23:39,7135,616,842
17126,04/21/2020,,Iran,21-04-2020 23:39,84802,5297,60965
17127,04/21/2020,,Iraq,21-04-2020 23:39,1602,83,1096
17128,04/21/2020,,Ireland,21-04-2020 23:39,16040,730,9233
17129,04/21/2020,,Israel,21-04-2020 23:39,13942,184,4507
17130,04/21/2020,,Italy,21-04-2020 23:39,183957,24648,51600
17131,04/21/2020,,Ivory Coast,21-04-2020 23:39,916,13,303
17132,04/21/2020,,Jamaica,21-04-2020 23:39,223,6,27
17133,04/21/2020,,Japan,21-04-2020 23:39,11135,263,1239
17134,04/21/2020,,Jordan,21-04-2020 23:39,428,7,297
17135,04/21/2020,,Kazakhstan,21-04-2020 23:39,1995,19,489
17136,04/21/2020,,Kenya,21-04-2020 23:39,296,14,74
17137,04/21/2020,,Kosovo,21-04-2020 23:39,510,12,93
17138,04/21/2020,,Kuwait,21-04-2020 23:39,2080,11,412
17139,04/21/2020,,Kyrgyzstan,21-04-2020 23:39,590,7,216
17140,04/21/2020,,Laos,21-04-2020 23:39,19,0,2
17141,04/21/2020,,Latvia,21-04-2020 23:39,748,9,133
17142,04/21/2020,,Lebanon,21-04-2020 23:39,677,21,108
17143,04/21/2020,,Liberia,21-04-2020 23:39,101,8,7
17144,04/21/2020,,Libya,21-04-2020 23:39,51,1,15
17145,04/21/2020,,Liechtenstein,21-04-2020 23:39,81,1,55
17146,04/21/2020,,Lithuania,21-04-2020 23:39,1350,38,298
17147,04/21/2020,,Luxembourg,21-04-2020 23:39,3618,78,670
17148,04/21/2020,,MS Zaandam,21-04-2020 23:39,9,2,0
17149,04/21/2020,,Madagascar,21-04-2020 23:39,121,0,44
17150,04/21/2020,,Malawi,21-04-2020 23:39,18,2,3
17151,04/21/2020,,Malaysia,21-04-2020 23:39,5482,92,3349
17152,04/21/2020,,Maldives,21-04-2020 23:39,83,0,16
17153,04/21/2020,,Mali,21-04-2020 23:39,258,14,57
17154,04/21/2020,,Malta,21-04-2020 23:39,443,3,150
17155,04/21/2020,,Mauritania,21-04-2020 23:39,7,1,6
17156,04/21/2020,,Mauritius,21-04-2020 23:39,328,9,243
17157,04/21/2020,,Mexico,21-04-2020 23:39,8772,712,2627
17158,04/21/2020,,Moldova,21-04-2020 23:39,2614,72,505
17159,04/21/2020,,Monaco,21-04-2020 23:39,94,3,26
17160,04/21/2020,,Mongolia,21-04-2020 23:39,34,0,8
17161,04/21/2020,,Montenegro,21-04-2020 23:39,313,5,101
17162,04/21/2020,,Morocco,21-04-2020 23:39,3209,145,393
17163,04/21/2020,,Mozambique,21-04-2020 23:39,39,0,8
17164,04/21/2020,,Namibia,21-04-2020 23:39,16,0,6
17165,04/21/2020,,Nepal,21-04-2020 23:39,43,0,4
17166,04/21/2020,,Netherlands,21-04-2020 23:39,34134,3916,0
17167,04/21/2020,,New Zealand,21-04-2020 23:39,1445,13,1006
17168,04/21/2020,,Nicaragua,21-04-2020 23:39,10,2,7
17169,04/21/2020,,Niger,21-04-2020 23:39,657,20,127
17170,04/21/2020,,Nigeria,21-04-2020 23:39,665,22,188
17171,04/21/2020,,North Macedonia,21-04-2020 23:39,1231,55,224
17172,04/21/2020,,Norway,21-04-2020 23:39,7191,182,32
17173,04/21/2020,,Oman,21-04-2020 23:39,1508,8,238
17174,04/21/2020,,Pakistan,21-04-2020 23:39,9565,201,2073
17175,04/21/2020,,Panama,21-04-2020 23:39,4658,136,204
17176,04/21/2020,,Papua New Guinea,21-04-2020 23:39,7,0,0
17177,04/21/2020,,Paraguay,21-04-2020 23:39,208,8,53
17178,04/21/2020,,Peru,21-04-2020 23:39,17837,484,6982
17179,04/21/2020,,Philippines,21-04-2020 23:39,6599,437,654
17180,04/21/2020,,Poland,21-04-2020 23:39,9856,401,1297
17181,04/21/2020,,Portugal,21-04-2020 23:39,21379,762,917
17182,04/21/2020,,Qatar,21-04-2020 23:39,6533,9,614
17183,04/21/2020,,Romania,21-04-2020 23:39,9242,498,2153
17184,04/21/2020,,Russia,21-04-2020 23:39,52763,456,3873
17185,04/21/2020,,Rwanda,21-04-2020 23:39,150,0,84
17186,04/21/2020,,Saint Kitts and Nevis,21-04-2020 23:39,15,0,0
17187,04/21/2020,,Saint Lucia,21-04-2020 23:39,15,0,13
17188,04/21/2020,,Saint Vincent and the Grenadines,21-04-2020 23:39,12,0,2
17189,04/21/2020,,San Marino,21-04-2020 23:39,476,40,62
17190,04/21/2020,,Sao Tome and Principe,21-04-2020 23:39,4,0,0
17191,04/21/2020,,Saudi Arabia,21-04-2020 23:39,11631,109,1640
17192,04/21/2020,,Senegal,21-04-2020 23:39,412,5,242
17193,04/21/2020,,Serbia,21-04-2020 23:39,6630,125,870
17194,04/21/2020,,Seychelles,21-04-2020 23:39,11,0,5
17195,04/21/2020,,Sierra Leone,21-04-2020 23:39,50,0,6
17196,04/21/2020,,Singapore,21-04-2020 23:39,9125,11,839
17197,04/21/2020,,Slovakia,21-04-2020 23:39,1199,14,258
17198,04/21/2020,,Slovenia,21-04-2020 23:39,1344,77,197
17199,04/21/2020,,Somalia,21-04-2020 23:39,286,8,4
17200,04/21/2020,,South Africa,21-04-2020 23:39,3465,58,1055
17201,04/21/2020,,South Korea,21-04-2020 23:39,10683,237,8213
17202,04/21/2020,,South Sudan,21-04-2020 23:39,4,0,0
17203,04/21/2020,,Spain,21-04-2020 23:39,204178,21282,82514
17204,04/21/2020,,Sri Lanka,21-04-2020 23:39,310,7,102
17205,04/21/2020,,Sudan,21-04-2020 23:39,107,12,8
17206,04/21/2020,,Suriname,21-04-2020 23:39,10,1,6
17207,04/21/2020,,Sweden,21-04-2020 23:39,15322,1765,550
17208,04/21/2020,,Switzerland,21-04-2020 23:39,28063,1478,19400
17209,04/21/2020,,Syria,21-04-2020 23:39,42,3,6
17210,04/21/2020,,Taiwan,21-04-2020 23:39,425,6,217
17211,04/21/2020,,Tanzania,21-04-2020 23:39,254,10,11
17212,04/21/2020,,Thailand,21-04-2020 23:39,2811,48,2108
17213,04/21/2020,,Timor-Leste,21-04-2020 23:39,23,0,1
17214,04/21/2020,,Togo,21-04-2020 23:39,86,6,56
17215,04/21/2020,,Trinidad and Tobago,21-04-2020 23:39,115,8,28
17216,04/21/2020,,Tunisia,21-04-2020 23:39,884,38,148
17217,04/21/2020,,Turkey,21-04-2020 23:39,95591,2259,14918
17218,04/21/2020,,UK,21-04-2020 23:39,129044,17337,0
17219,04/21/2020,,Uganda,21-04-2020 23:39,61,0,38
17220,04/21/2020,,Ukraine,21-04-2020 23:39,6125,161,367
17221,04/21/2020,,United Arab Emirates,21-04-2020 23:39,7755,46,1443
17222,04/21/2020,,Uruguay,21-04-2020 23:39,535,11,313
17223,04/21/2020,,Uzbekistan,21-04-2020 23:39,1678,6,357
17224,04/21/2020,,Venezuela,21-04-2020 23:39,285,10,117
17225,04/21/2020,,Vietnam,21-04-2020 23:39,268,0,216
17226,04/21/2020,,West Bank and Gaza,21-04-2020 23:39,466,4,71
17227,04/21/2020,,Western Sahara,21-04-2020 23:39,6,0,0
17228,04/21/2020,,Yemen,21-04-2020 23:39,1,0,0
17229,04/21/2020,,Zambia,21-04-2020 23:39,70,3,35
17230,04/21/2020,,Zimbabwe,21-04-2020 23:39,28,3,2
17231,04/21/2020,Alabama,US,21-04-2020 23:39,5317,183,0
17232,04/21/2020,Alaska,US,21-04-2020 23:39,329,9,0
17233,04/21/2020,Alberta,Canada,21-04-2020 23:39,3095,61,0
17234,04/21/2020,Anguilla,UK,21-04-2020 23:39,3,0,1
17235,04/21/2020,Anhui,Mainland China,21-04-2020 23:39,991,6,984
17236,04/21/2020,Arizona,US,21-04-2020 23:39,5256,208,0
17237,04/21/2020,Arkansas,US,21-04-2020 23:39,1990,42,0
17238,04/21/2020,Aruba,Netherlands,21-04-2020 23:39,97,2,51
17239,04/21/2020,Australian Capital Territory,Australia,21-04-2020 23:39,103,3,88
17240,04/21/2020,Beijing,Mainland China,21-04-2020 23:39,593,8,516
17241,04/21/2020,Bermuda,UK,21-04-2020 23:39,86,5,37
17242,04/21/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,21-04-2020 23:39,5,0,0
17243,04/21/2020,British Columbia,Canada,21-04-2020 23:39,1724,87,0
17244,04/21/2020,British Virgin Islands,UK,21-04-2020 23:39,5,1,3
17245,04/21/2020,California,US,21-04-2020 23:39,35465,1282,0
17246,04/21/2020,Cayman Islands,UK,21-04-2020 23:39,66,1,7
17247,04/21/2020,Channel Islands,UK,21-04-2020 23:39,496,24,256
17248,04/21/2020,Chongqing,Mainland China,21-04-2020 23:39,579,6,570
17249,04/21/2020,Colorado,US,21-04-2020 23:39,10473,483,0
17250,04/21/2020,Connecticut,US,21-04-2020 23:39,20360,1423,0
17251,04/21/2020,Curacao,Netherlands,21-04-2020 23:39,14,1,11
17252,04/21/2020,Delaware,US,21-04-2020 23:39,2931,82,0
17253,04/21/2020,Diamond Princess cruise ship,US,21-04-2020 23:39,49,0,0
17254,04/21/2020,District of Columbia,US,21-04-2020 23:39,3098,112,0
17255,04/21/2020,Falkland Islands (Malvinas),UK,21-04-2020 23:39,11,0,3
17256,04/21/2020,Faroe Islands,Denmark,21-04-2020 23:39,185,0,178
17257,04/21/2020,Florida,US,21-04-2020 23:39,27869,867,0
17258,04/21/2020,French Guiana,France,21-04-2020 23:39,97,1,76
17259,04/21/2020,French Polynesia,France,21-04-2020 23:39,56,0,19
17260,04/21/2020,Fujian,Mainland China,21-04-2020 23:39,355,1,341
17261,04/21/2020,Gansu,Mainland China,21-04-2020 23:39,139,2,137
17262,04/21/2020,Georgia,US,21-04-2020 23:39,19881,798,0
17263,04/21/2020,Gibraltar,UK,21-04-2020 23:39,132,0,120
17264,04/21/2020,Grand Princess,Canada,21-04-2020 23:39,13,0,0
17265,04/21/2020,Grand Princess,US,21-04-2020 23:39,103,0,0
17266,04/21/2020,Greenland,Denmark,21-04-2020 23:39,11,0,11
17267,04/21/2020,Guadeloupe,France,21-04-2020 23:39,148,12,73
17268,04/21/2020,Guam,US,21-04-2020 23:39,136,5,0
17269,04/21/2020,Guangdong,Mainland China,21-04-2020 23:39,1582,8,1501
17270,04/21/2020,Guangxi,Mainland China,21-04-2020 23:39,254,2,252
17271,04/21/2020,Guizhou,Mainland China,21-04-2020 23:39,147,2,145
17272,04/21/2020,Hainan,Mainland China,21-04-2020 23:39,168,6,162
17273,04/21/2020,Hawaii,US,21-04-2020 23:39,586,10,0
17274,04/21/2020,Hebei,Mainland China,21-04-2020 23:39,328,6,317
17275,04/21/2020,Heilongjiang,Mainland China,21-04-2020 23:39,913,13,475
17276,04/21/2020,Henan,Mainland China,21-04-2020 23:39,1276,22,1254
17277,04/21/2020,Hong Kong,Hong Kong,21-04-2020 23:39,1029,4,650
17278,04/21/2020,Hubei,Mainland China,21-04-2020 23:39,68128,4512,63514
17279,04/21/2020,Hunan,Mainland China,21-04-2020 23:39,1019,4,1015
17280,04/21/2020,Idaho,US,21-04-2020 23:39,1736,48,0
17281,04/21/2020,Illinois,US,21-04-2020 23:39,33059,1468,0
17282,04/21/2020,Indiana,US,21-04-2020 23:39,12097,635,0
17283,04/21/2020,Inner Mongolia,Mainland China,21-04-2020 23:39,194,1,108
17284,04/21/2020,Iowa,US,21-04-2020 23:39,3641,83,0
17285,04/21/2020,Isle of Man,UK,21-04-2020 23:39,307,9,209
17286,04/21/2020,Jiangsu,Mainland China,21-04-2020 23:39,653,0,644
17287,04/21/2020,Jiangxi,Mainland China,21-04-2020 23:39,937,1,936
17288,04/21/2020,Jilin,Mainland China,21-04-2020 23:39,106,1,97
17289,04/21/2020,Kansas,US,21-04-2020 23:39,2164,109,0
17290,04/21/2020,Kentucky,US,21-04-2020 23:39,3204,171,0
17291,04/21/2020,Liaoning,Mainland China,21-04-2020 23:39,146,2,143
17292,04/21/2020,Louisiana,US,21-04-2020 23:39,24854,1405,0
17293,04/21/2020,Macau,Macau,21-04-2020 23:39,45,0,24
17294,04/21/2020,Maine,US,21-04-2020 23:39,888,36,0
17295,04/21/2020,Manitoba,Canada,21-04-2020 23:39,255,6,0
17296,04/21/2020,Martinique,France,21-04-2020 23:39,163,14,73
17297,04/21/2020,Maryland,US,21-04-2020 23:39,14193,652,0
17298,04/21/2020,Massachusetts,US,21-04-2020 23:39,41199,1961,0
17299,04/21/2020,Mayotte,France,21-04-2020 23:39,311,4,117
17300,04/21/2020,Michigan,US,21-04-2020 23:39,32667,2575,0
17301,04/21/2020,Minnesota,US,21-04-2020 23:39,2567,160,0
17302,04/21/2020,Mississippi,US,21-04-2020 23:39,4716,183,0
17303,04/21/2020,Missouri,US,21-04-2020 23:39,6066,224,0
17304,04/21/2020,Montana,US,21-04-2020 23:39,437,12,0
17305,04/21/2020,Montserrat,UK,21-04-2020 23:39,11,0,2
17306,04/21/2020,Nebraska,US,21-04-2020 23:39,1685,33,0
17307,04/21/2020,Nevada,US,21-04-2020 23:39,3937,163,0
17308,04/21/2020,New Brunswick,Canada,21-04-2020 23:39,118,0,0
17309,04/21/2020,New Caledonia,France,21-04-2020 23:39,18,0,17
17310,04/21/2020,New Hampshire,US,21-04-2020 23:39,1490,42,0
17311,04/21/2020,New Jersey,US,21-04-2020 23:39,92387,4753,0
17312,04/21/2020,New Mexico,US,21-04-2020 23:39,1971,58,0
17313,04/21/2020,New South Wales,Australia,21-04-2020 23:39,2926,26,1379
17314,04/21/2020,New York,US,21-04-2020 23:39,258361,19104,0
17315,04/21/2020,Newfoundland and Labrador,Canada,21-04-2020 23:39,257,3,0
17316,04/21/2020,Ningxia,Mainland China,21-04-2020 23:39,75,0,75
17317,04/21/2020,North Carolina,US,21-04-2020 23:39,7134,245,0
17318,04/21/2020,North Dakota,US,21-04-2020 23:39,644,13,0
17319,04/21/2020,Northern Mariana Islands,US,21-04-2020 23:39,14,2,0
17320,04/21/2020,Northern Territory,Australia,21-04-2020 23:39,28,0,9
17321,04/21/2020,Northwest Territories,Canada,21-04-2020 23:39,5,0,0
17322,04/21/2020,Nova Scotia,Canada,21-04-2020 23:39,737,10,0
17323,04/21/2020,Ohio,US,21-04-2020 23:39,13725,557,0
17324,04/21/2020,Oklahoma,US,21-04-2020 23:39,2807,164,0
17325,04/21/2020,Ontario,Canada,21-04-2020 23:39,12715,694,0
17326,04/21/2020,Oregon,US,21-04-2020 23:39,2004,78,0
17327,04/21/2020,Pennsylvania,US,21-04-2020 23:39,35249,1614,0
17328,04/21/2020,Prince Edward Island,Canada,21-04-2020 23:39,26,0,0
17329,04/21/2020,Puerto Rico,US,21-04-2020 23:39,1298,64,0
17330,04/21/2020,Qinghai,Mainland China,21-04-2020 23:39,18,0,18
17331,04/21/2020,Quebec,Canada,21-04-2020 23:39,20126,1044,0
17332,04/21/2020,Queensland,Australia,21-04-2020 23:39,1015,6,738
17333,04/21/2020,Recovered,Canada,21-04-2020 23:39,0,0,13188
17334,04/21/2020,Recovered,US,21-04-2020 23:39,0,0,75204
17335,04/21/2020,Reunion,France,21-04-2020 23:39,410,0,238
17336,04/21/2020,Rhode Island,US,21-04-2020 23:39,5500,171,0
17337,04/21/2020,Saint Barthelemy,France,21-04-2020 23:39,6,0,6
17338,04/21/2020,Saint Pierre and Miquelon,France,21-04-2020 23:39,1,0,0
17339,04/21/2020,Saskatchewan,Canada,21-04-2020 23:39,320,4,0
17340,04/21/2020,Shaanxi,Mainland China,21-04-2020 23:39,277,3,253
17341,04/21/2020,Shandong,Mainland China,21-04-2020 23:39,787,7,765
17342,04/21/2020,Shanghai,Mainland China,21-04-2020 23:39,638,7,530
17343,04/21/2020,Shanxi,Mainland China,21-04-2020 23:39,197,0,140
17344,04/21/2020,Sichuan,Mainland China,21-04-2020 23:39,561,3,554
17345,04/21/2020,Sint Maarten,Netherlands,21-04-2020 23:39,67,10,12
17346,04/21/2020,South Australia,Australia,21-04-2020 23:39,435,4,331
17347,04/21/2020,South Carolina,US,21-04-2020 23:39,4439,124,0
17348,04/21/2020,South Dakota,US,21-04-2020 23:39,1755,8,0
17349,04/21/2020,St Martin,France,21-04-2020 23:39,37,2,19
17350,04/21/2020,Tasmania,Australia,21-04-2020 23:39,180,7,67
17351,04/21/2020,Tennessee,US,21-04-2020 23:39,7394,157,0
17352,04/21/2020,Texas,US,21-04-2020 23:39,20574,533,0
17353,04/21/2020,Tianjin,Mainland China,21-04-2020 23:39,189,3,176
17354,04/21/2020,Tibet,Mainland China,21-04-2020 23:39,1,0,1
17355,04/21/2020,Turks and Caicos Islands,UK,21-04-2020 23:39,11,1,0
17356,04/21/2020,Utah,US,21-04-2020 23:39,3297,32,0
17357,04/21/2020,Vermont,US,21-04-2020 23:39,818,40,0
17358,04/21/2020,Victoria,Australia,21-04-2020 23:39,1319,14,1172
17359,04/21/2020,Virgin Islands,US,21-04-2020 23:39,53,3,0
17360,04/21/2020,Virginia,US,21-04-2020 23:39,9630,324,0
17361,04/21/2020,Washington,US,21-04-2020 23:39,12392,664,0
17362,04/21/2020,West Virginia,US,21-04-2020 23:39,908,26,0
17363,04/21/2020,Western Australia,Australia,21-04-2020 23:39,541,7,340
17364,04/21/2020,Wisconsin,US,21-04-2020 23:39,4625,244,0
17365,04/21/2020,Wyoming,US,21-04-2020 23:39,443,2,0
17366,04/21/2020,Xinjiang,Mainland China,21-04-2020 23:39,76,3,73
17367,04/21/2020,Yukon,Canada,21-04-2020 23:39,11,0,0
17368,04/21/2020,Yunnan,Mainland China,21-04-2020 23:39,184,2,178
17369,04/21/2020,Zhejiang,Mainland China,21-04-2020 23:39,1268,1,1251
17370,04/22/2020,,Afghanistan,22-04-2020 23:38,1176,40,166
17371,04/22/2020,,Albania,22-04-2020 23:38,634,27,356
17372,04/22/2020,,Algeria,22-04-2020 23:38,2910,402,1204
17373,04/22/2020,,Andorra,22-04-2020 23:38,723,37,309
17374,04/22/2020,,Angola,22-04-2020 23:38,25,2,6
17375,04/22/2020,,Antigua and Barbuda,22-04-2020 23:38,24,3,10
17376,04/22/2020,,Argentina,22-04-2020 23:38,3144,152,872
17377,04/22/2020,,Armenia,22-04-2020 23:38,1473,24,633
17378,04/22/2020,,Austria,22-04-2020 23:38,14925,510,11328
17379,04/22/2020,,Azerbaijan,22-04-2020 23:38,1518,20,907
17380,04/22/2020,,Bahamas,22-04-2020 23:38,65,9,12
17381,04/22/2020,,Bahrain,22-04-2020 23:38,2027,7,1026
17382,04/22/2020,,Bangladesh,22-04-2020 23:38,3772,120,92
17383,04/22/2020,,Barbados,22-04-2020 23:38,75,5,25
17384,04/22/2020,,Belarus,22-04-2020 23:38,7281,58,769
17385,04/22/2020,,Belgium,22-04-2020 23:38,41889,6262,9433
17386,04/22/2020,,Belize,22-04-2020 23:38,18,2,2
17387,04/22/2020,,Benin,22-04-2020 23:38,54,1,27
17388,04/22/2020,,Bhutan,22-04-2020 23:38,6,0,2
17389,04/22/2020,,Bolivia,22-04-2020 23:38,609,37,44
17390,04/22/2020,,Bosnia and Herzegovina,22-04-2020 23:38,1368,53,460
17391,04/22/2020,,Botswana,22-04-2020 23:38,22,1,0
17392,04/22/2020,,Brazil,22-04-2020 23:38,45757,2906,25318
17393,04/22/2020,,Brunei,22-04-2020 23:38,138,1,117
17394,04/22/2020,,Bulgaria,22-04-2020 23:38,1024,49,174
17395,04/22/2020,,Burkina Faso,22-04-2020 23:38,609,39,389
17396,04/22/2020,,Burma,22-04-2020 23:38,123,5,7
17397,04/22/2020,,Burundi,22-04-2020 23:38,11,1,4
17398,04/22/2020,,Cabo Verde,22-04-2020 23:38,73,1,1
17399,04/22/2020,,Cambodia,22-04-2020 23:38,122,0,110
17400,04/22/2020,,Cameroon,22-04-2020 23:38,1163,43,397
17401,04/22/2020,,Central African Republic,22-04-2020 23:38,14,0,10
17402,04/22/2020,,Chad,22-04-2020 23:38,33,0,8
17403,04/22/2020,,Chile,22-04-2020 23:38,11296,160,5386
17404,04/22/2020,,Colombia,22-04-2020 23:38,4356,206,870
17405,04/22/2020,,Congo (Brazzaville),22-04-2020 23:38,186,6,16
17406,04/22/2020,,Congo (Kinshasa),22-04-2020 23:38,359,25,45
17407,04/22/2020,,Costa Rica,22-04-2020 23:38,681,6,180
17408,04/22/2020,,Croatia,22-04-2020 23:38,1950,48,869
17409,04/22/2020,,Cuba,22-04-2020 23:38,1189,40,341
17410,04/22/2020,,Cyprus,22-04-2020 23:38,790,13,98
17411,04/22/2020,,Czech Republic,22-04-2020 23:38,7132,208,1989
17412,04/22/2020,,Denmark,22-04-2020 23:38,7912,384,5087
17413,04/22/2020,,Diamond Princess,22-04-2020 23:38,712,13,644
17414,04/22/2020,,Djibouti,22-04-2020 23:38,974,2,183
17415,04/22/2020,,Dominica,22-04-2020 23:38,16,0,9
17416,04/22/2020,,Dominican Republic,22-04-2020 23:38,5300,260,581
17417,04/22/2020,,Ecuador,22-04-2020 23:38,10850,537,1262
17418,04/22/2020,,Egypt,22-04-2020 23:38,3659,276,935
17419,04/22/2020,,El Salvador,22-04-2020 23:38,237,7,63
17420,04/22/2020,,Equatorial Guinea,22-04-2020 23:38,84,1,7
17421,04/22/2020,,Eritrea,22-04-2020 23:38,39,0,6
17422,04/22/2020,,Estonia,22-04-2020 23:38,1559,44,184
17423,04/22/2020,,Eswatini,22-04-2020 23:38,31,1,8
17424,04/22/2020,,Ethiopia,22-04-2020 23:38,116,3,21
17425,04/22/2020,,Fiji,22-04-2020 23:38,18,0,8
17426,04/22/2020,,Finland,22-04-2020 23:38,4129,149,2000
17427,04/22/2020,,France,22-04-2020 23:38,155860,21340,40657
17428,04/22/2020,,Gabon,22-04-2020 23:38,166,1,24
17429,04/22/2020,,Gambia,22-04-2020 23:38,10,1,2
17430,04/22/2020,,Georgia,22-04-2020 23:38,416,5,107
17431,04/22/2020,,Germany,22-04-2020 23:38,150648,5279,99400
17432,04/22/2020,,Ghana,22-04-2020 23:38,1154,9,99
17433,04/22/2020,,Greece,22-04-2020 23:38,2408,121,577
17434,04/22/2020,,Grenada,22-04-2020 23:38,15,0,6
17435,04/22/2020,,Guatemala,22-04-2020 23:38,316,8,24
17436,04/22/2020,,Guinea,22-04-2020 23:38,761,6,164
17437,04/22/2020,,Guinea-Bissau,22-04-2020 23:38,50,0,3
17438,04/22/2020,,Guyana,22-04-2020 23:38,67,7,9
17439,04/22/2020,,Haiti,22-04-2020 23:38,62,4,2
17440,04/22/2020,,Holy See,22-04-2020 23:38,9,0,2
17441,04/22/2020,,Honduras,22-04-2020 23:38,510,46,30
